,SalesKey,DateKey,channelKey,StoreKey,ProductKey,PromotionKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount
1539671,1859590,2013-12-29 00:00:00.000,4,308,1068,22,141.47,427.0,26,0,0.0,6,512.4,3678.22,10589.6
1622917,2322078,2013-12-29 00:00:00.000,1,227,261,22,183.49,399.0,8,0,0.0,1,79.8,1467.92,3112.2
641658,1273266,2013-12-29 00:00:00.000,4,310,1431,23,117.73,256.0,13,0,0.0,3,115.2,1530.49,3212.8
1622935,2533657,2013-12-29 00:00:00.000,1,227,605,22,152.08,459.0,8,0,0.0,1,91.8,1216.64,3580.2
1618684,3066917,2013-12-29 00:00:00.000,1,234,37,28,99.14,299.23,8,0,0.0,1,59.846,793.12,2333.994
1622963,2966723,2013-12-29 00:00:00.000,1,227,1376,22,10.27,31.0,8,0,0.0,3,18.6,82.16,229.4
359417,874753,2013-12-29 00:00:00.000,1,297,1323,28,16.55,35.99,13,0,0.0,0,0.0,215.15,467.87
1698942,2063414,2013-12-29 00:00:00.000,1,278,321,23,151.3,329.0,13,0,0.0,1,49.35,1966.9,4227.65
481205,258437,2013-12-29 00:00:00.000,2,307,1105,23,188.19,568.0,26,0,0.0,3,255.6,4892.94,14512.4
2006059,2854393,2013-12-29 00:00:00.000,4,309,951,28,143.26,281.0,8,1,281.0,2,112.4,1002.82,2135.6
2006045,2772379,2013-12-29 00:00:00.000,2,306,1012,28,91.05,198.0,8,1,198.0,2,79.2,637.35,1504.8
1540907,2439083,2013-12-29 00:00:00.000,1,43,194,22,152.44,299.0,26,0,0.0,3,179.4,3963.44,7594.6
2006043,2758212,2013-12-29 00:00:00.000,1,203,1583,28,6.39,13.89,8,1,13.89,2,5.556,44.73,105.564
1540906,2437603,2013-12-29 00:00:00.000,1,124,197,22,152.9,299.9,26,0,0.0,3,179.94,3975.4,7617.46
1715795,2889122,2013-12-29 00:00:00.000,1,66,1391,22,18.39,39.99,13,0,0.0,1,7.998,239.07,511.872
359343,1561127,2013-12-29 00:00:00.000,1,251,1075,23,155.43,338.0,13,0,0.0,0,0.0,2020.59,4394.0
359326,1513289,2013-12-29 00:00:00.000,1,268,1193,23,260.28,566.0,13,0,0.0,0,0.0,3383.64,7358.0
1538795,3060537,2013-12-29 00:00:00.000,1,277,266,23,152.44,299.0,26,0,0.0,2,89.7,3963.44,7684.3
667522,1486415,2013-12-29 00:00:00.000,1,119,405,22,321.44,699.0,13,0,0.0,1,139.8,4178.72,8947.2
359315,1498294,2013-12-29 00:00:00.000,1,259,1339,23,16.55,35.99,13,0,0.0,0,0.0,215.15,467.87
359302,1473483,2013-12-29 00:00:00.000,1,277,606,23,137.5,299.0,13,0,0.0,0,0.0,1787.5,3887.0
1539659,1640840,2013-12-29 00:00:00.000,4,308,398,22,195.24,382.95,26,0,0.0,6,459.54,5076.24,9497.16
359264,1409535,2013-12-29 00:00:00.000,1,278,1378,23,10.12,22.0,13,0,0.0,0,0.0,131.56,286.0
401580,411500,2013-12-29 00:00:00.000,2,199,1230,22,506.92,1530.0,12,0,0.0,0,0.0,6083.04,18360.0
494632,1369211,2013-12-29 00:00:00.000,1,285,790,22,13.0,25.5,26,0,0.0,3,15.3,338.0,647.7
359229,1319039,2013-12-29 00:00:00.000,1,256,187,23,43.04,129.9,13,0,0.0,0,0.0,559.52,1688.7
1758087,1763674,2013-12-29 00:00:00.000,2,307,1076,23,211.05,637.0,12,0,0.0,6,573.3,2532.6,7070.7
1698736,1642996,2013-12-29 00:00:00.000,1,273,1535,23,123.24,268.0,13,0,0.0,1,40.2,1602.12,3443.8
1538821,1645848,2013-12-29 00:00:00.000,1,256,1490,23,65.77,129.0,26,0,0.0,1,19.35,1710.02,3334.65
359209,1266772,2013-12-29 00:00:00.000,1,298,713,23,73.58,160.0,13,0,0.0,0,0.0,956.54,2080.0
1715761,2860493,2013-12-29 00:00:00.000,1,291,218,22,316.85,689.0,13,0,0.0,1,137.8,4119.05,8819.2
359196,1229933,2013-12-29 00:00:00.000,1,261,1091,23,164.63,358.0,13,0,0.0,0,0.0,2140.19,4654.0
1699004,2188153,2013-12-29 00:00:00.000,1,298,264,23,244.72,480.0,13,0,0.0,1,72.0,3181.36,6168.0
649049,1191958,2013-12-29 00:00:00.000,1,300,326,23,152.44,299.0,13,0,0.0,3,134.55,1981.72,3752.45
1699011,2201925,2013-12-29 00:00:00.000,1,296,776,23,10.99,23.9,13,0,0.0,1,3.585,142.87,307.115
1616713,2537460,2013-12-29 00:00:00.000,4,309,1489,28,142.56,310.0,8,0,0.0,2,124.0,1140.48,2356.0
1364631,2244750,2013-12-29 00:00:00.000,1,102,1070,22,143.48,312.0,26,0,0.0,0,0.0,3730.48,8112.0
1538681,2629328,2013-12-29 00:00:00.000,1,275,895,23,21.28,41.73,26,0,0.0,2,12.519,553.28,1072.461
1699266,2744650,2013-12-29 00:00:00.000,1,293,1235,23,385.37,838.0,13,0,0.0,1,125.7,5009.81,10768.3
1614486,1590397,2013-12-29 00:00:00.000,2,306,1093,28,188.19,568.0,8,0,0.0,1,113.6,1505.52,4430.4
2023898,2798140,2013-12-29 00:00:00.000,2,306,1439,28,138.42,301.0,24,1,301.0,4,240.8,3183.66,6983.2
1403181,1727439,2013-12-29 00:00:00.000,4,308,1108,22,208.4,629.0,13,0,0.0,0,0.0,2709.2,8177.0
1411605,2720328,2013-12-29 00:00:00.000,1,5,1575,22,28.05,60.99,13,0,0.0,0,0.0,364.65,792.87
1411604,2720137,2013-12-29 00:00:00.000,1,95,542,22,459.4,999.0,13,0,0.0,0,0.0,5972.2,12987.0
667696,108349,2013-12-29 00:00:00.000,1,174,337,22,151.3,329.0,13,0,0.0,3,197.4,1966.9,4079.6
667682,91250,2013-12-29 00:00:00.000,1,78,581,22,152.08,459.0,13,0,0.0,3,275.4,1977.04,5691.6
667681,90780,2013-12-29 00:00:00.000,1,34,1300,22,43.69,95.0,13,0,0.0,3,57.0,567.97,1178.0
1715823,2922910,2013-12-29 00:00:00.000,1,91,811,22,7.59,16.5,13,0,0.0,1,3.3,98.67,211.2
1538691,2672416,2013-12-29 00:00:00.000,1,267,75,23,17.45,37.95,26,0,0.0,2,11.385,453.7,975.315
1699254,2717608,2013-12-29 00:00:00.000,1,253,1023,23,86.68,188.5,13,0,0.0,1,28.275,1126.84,2422.225
1538707,2745286,2013-12-29 00:00:00.000,1,294,770,23,26.97,52.9,26,0,0.0,2,15.87,701.22,1359.53
2271390,3197238,2013-12-29 00:00:00.000,1,281,951,23,143.26,281.0,6,1,281.0,0,0.0,859.56,1686.0
494433,999209,2013-12-29 00:00:00.000,1,42,1653,22,56.08,109.99,26,0,0.0,3,65.994,1458.08,2793.746
2030229,2406769,2013-12-29 00:00:00.000,4,309,1002,28,68.06,148.0,16,1,148.0,0,0.0,1088.96,2368.0
1540861,2364318,2013-12-29 00:00:00.000,1,22,744,22,20.34,39.9,26,0,0.0,3,23.94,528.84,1013.46
602719,51465,2013-12-29 00:00:00.000,4,310,390,23,430.38,1299.0,6,0,0.0,3,584.55,2582.28,7209.45
477752,1462956,2013-12-29 00:00:00.000,3,200,1595,22,7.58,22.89,24,0,0.0,11,50.358,181.92,499.002
1540867,2370660,2013-12-29 00:00:00.000,1,8,118,22,86.67,169.99,26,0,0.0,3,101.994,2253.42,4317.746
2003948,3065660,2013-12-29 00:00:00.000,1,64,390,22,430.38,1299.0,6,1,1299.0,1,259.8,2582.28,7534.2
1538721,2790522,2013-12-29 00:00:00.000,1,300,765,23,15.27,29.95,26,0,0.0,2,8.985,397.02,769.715
1699101,2383851,2013-12-29 00:00:00.000,1,256,1227,23,327.34,988.0,13,0,0.0,1,148.2,4255.42,12695.8
1699078,2334843,2013-12-29 00:00:00.000,1,253,181,23,59.32,129.0,13,0,0.0,1,19.35,771.16,1657.65
667611,20721,2013-12-29 00:00:00.000,1,182,655,22,73.58,160.0,13,0,0.0,3,96.0,956.54,1984.0
494527,1174024,2013-12-29 00:00:00.000,1,172,1510,22,65.77,129.0,26,0,0.0,3,77.4,1710.02,3276.6
2183647,3168143,2013-12-29 00:00:00.000,1,278,932,23,28.04,55.0,26,0,0.0,3,24.75,729.04,1405.25
1699063,2310771,2013-12-29 00:00:00.000,1,272,123,23,128.76,279.99,13,0,0.0,1,41.9985,1673.88,3597.8715
2265849,3179994,2013-12-29 00:00:00.000,4,308,1425,22,175.27,529.0,6,1,529.0,1,105.8,1051.62,3068.2
2037159,2737945,2013-12-29 00:00:00.000,1,275,1402,23,20.15,43.81,13,1,43.81,0,0.0,241.8,569.53
1649253,2460904,2013-12-29 00:00:00.000,2,199,1525,22,133.19,402.0,6,0,0.0,2,160.8,799.14,2251.2
492958,1283499,2013-12-29 00:00:00.000,1,185,488,22,24.98,49.0,26,0,0.0,1,9.8,649.48,1264.2
493072,1516283,2013-12-29 00:00:00.000,1,1,1050,22,143.48,312.0,26,0,0.0,1,62.4,3730.48,8049.6
493057,1478153,2013-12-29 00:00:00.000,1,34,598,22,55.57,109.0,26,0,0.0,1,21.8,1444.82,2812.2
493045,1459079,2013-12-29 00:00:00.000,1,284,813,22,6.88,13.5,26,0,0.0,1,2.7,178.88,348.3
1651361,1914241,2013-12-29 00:00:00.000,4,310,1524,23,151.76,330.0,6,0,0.0,3,148.5,910.56,1831.5
1694502,2454941,2013-12-29 00:00:00.000,2,307,1385,23,10.57,22.99,13,0,0.0,2,6.897,137.41,291.973
1540516,1679823,2013-12-29 00:00:00.000,1,40,889,22,25.49,50.0,26,0,0.0,3,30.0,662.74,1270.0
1538485,1882142,2013-12-29 00:00:00.000,1,294,213,23,152.9,299.9,26,0,0.0,2,89.97,3975.4,7707.43
1699392,2980096,2013-12-29 00:00:00.000,1,259,19,23,50.56,109.95,13,0,0.0,1,16.4925,657.28,1412.8575
634059,1284092,2013-12-29 00:00:00.000,4,308,290,22,244.72,480.0,13,0,0.0,1,96.0,3181.36,6144.0
1539793,2390117,2013-12-29 00:00:00.000,3,200,1023,22,86.68,188.5,26,0,0.0,5,188.5,2253.68,4712.5
1364576,2112168,2013-12-29 00:00:00.000,1,3,509,22,70.87,139.0,26,0,0.0,0,0.0,1842.62,3614.0
668243,677274,2013-12-29 00:00:00.000,1,99,715,22,68.52,149.0,13,0,0.0,3,89.4,890.76,1847.6
492918,1183293,2013-12-29 00:00:00.000,1,148,1062,22,143.48,312.0,26,0,0.0,1,62.4,3730.48,8049.6
1699849,2606290,2013-12-29 00:00:00.000,1,297,1502,28,109.91,239.0,13,0,0.0,1,47.8,1428.83,3059.2
616796,1294124,2013-12-29 00:00:00.000,1,117,386,22,430.38,1299.0,6,0,0.0,2,519.6,2582.28,7274.4
493082,1528557,2013-12-29 00:00:00.000,1,12,501,22,30.08,59.0,26,0,0.0,1,11.8,782.08,1522.2
1690121,1820288,2013-12-29 00:00:00.000,4,310,1463,23,134.74,293.0,13,0,0.0,2,87.9,1751.62,3721.1
1716620,2107345,2013-12-29 00:00:00.000,1,147,370,22,195.24,382.95,13,0,0.0,3,229.77,2538.12,4748.58
648028,528514,2013-12-29 00:00:00.000,1,298,222,23,261.66,569.0,13,0,0.0,4,341.4,3401.58,7055.6
668176,618554,2013-12-29 00:00:00.000,1,111,1575,22,28.05,60.99,13,0,0.0,3,36.594,364.65,756.276
2028888,1995743,2013-12-29 00:00:00.000,2,306,347,28,269.48,586.0,24,2,1172.0,5,586.0,5928.56,13478.0
1403537,2294548,2013-12-29 00:00:00.000,3,200,149,22,392.6,1184.97,13,0,0.0,0,0.0,5103.8,15404.61
1762416,2578760,2013-12-29 00:00:00.000,4,308,739,22,78.19,236.0,12,0,0.0,8,377.6,938.28,2454.4
1411827,2976483,2013-12-29 00:00:00.000,1,288,579,22,116.75,229.0,13,0,0.0,0,0.0,1517.75,2977.0
1540531,1701722,2013-12-29 00:00:00.000,1,180,572,22,87.37,190.0,26,0,0.0,3,114.0,2271.62,4826.0
1965261,1951016,2013-12-29 00:00:00.000,3,200,204,22,367.43,1109.0,12,1,1109.0,3,665.4,4409.16,12642.6
647990,434274,2013-12-29 00:00:00.000,1,261,1224,23,341.26,1030.0,13,0,0.0,4,618.0,4436.38,12772.0
637634,477230,2013-12-29 00:00:00.000,2,199,28,22,91.93,199.9,13,0,0.0,4,159.92,1195.09,2438.78
1538502,1926301,2013-12-29 00:00:00.000,1,300,1111,23,150.84,328.0,26,0,0.0,2,98.4,3921.84,8429.6
1538504,1940221,2013-12-29 00:00:00.000,1,298,513,23,50.47,99.0,26,0,0.0,2,29.7,1312.22,2544.3
1649825,3079878,2013-12-29 00:00:00.000,3,200,1084,22,214.03,646.0,6,0,0.0,4,516.8,1284.18,3359.2
1538473,1841666,2013-12-29 00:00:00.000,1,302,59,23,79.53,156.0,26,0,0.0,2,46.8,2067.78,4009.2
1651450,2655367,2013-12-29 00:00:00.000,4,310,503,23,271.35,819.0,6,0,0.0,3,368.55,1628.1,4545.45
664289,837302,2013-12-29 00:00:00.000,1,175,375,22,321.44,699.0,13,0,0.0,2,279.6,4178.72,8807.4
602794,819379,2013-12-29 00:00:00.000,4,310,611,23,760.38,2295.0,6,0,0.0,4,1377.0,4562.28,12393.0
648594,162734,2013-12-29 00:00:00.000,1,255,260,23,155.89,339.0,13,0,0.0,3,152.55,2026.57,4254.45
565669,21454,2013-12-29 00:00:00.000,2,306,977,28,88.79,268.0,8,0,0.0,1,53.6,710.32,2090.4
2153030,3191117,2013-12-29 00:00:00.000,4,310,357,23,168.24,330.0,26,0,0.0,0,0.0,4374.24,8580.0
490252,12812,2013-12-29 00:00:00.000,1,295,173,23,45.83,89.9,26,0,0.0,1,13.485,1191.58,2323.915
492604,570286,2013-12-29 00:00:00.000,1,112,409,22,166.2,326.0,26,0,0.0,1,65.2,4321.2,8410.8
492610,579943,2013-12-29 00:00:00.000,1,159,471,22,50.47,99.0,26,0,0.0,1,19.8,1312.22,2554.2
1696590,1705112,2013-12-29 00:00:00.000,1,274,1065,23,194.82,588.0,13,0,0.0,3,264.6,2532.66,7379.4
637422,199832,2013-12-29 00:00:00.000,2,199,200,22,252.47,549.0,13,0,0.0,3,329.4,3282.11,6807.6
1661513,2084315,2013-12-29 00:00:00.000,1,35,318,22,330.99,999.0,6,0,0.0,2,399.6,1985.94,5594.4
602796,837932,2013-12-29 00:00:00.000,4,310,1479,23,142.56,310.0,6,0,0.0,2,93.0,855.36,1767.0
488704,353527,2013-12-29 00:00:00.000,1,297,1246,28,80.55,158.0,26,0,0.0,2,63.2,2094.3,4044.8
648621,218105,2013-12-29 00:00:00.000,1,292,1025,23,90.55,196.9,13,0,0.0,3,88.605,1177.15,2471.095
668355,793839,2013-12-29 00:00:00.000,1,84,718,22,73.12,159.0,13,0,0.0,3,95.4,950.56,1971.6
1411894,3041265,2013-12-29 00:00:00.000,1,124,330,22,157.54,309.0,13,0,0.0,0,0.0,2048.02,4017.0
1539809,2568299,2013-12-29 00:00:00.000,3,200,1459,22,117.73,256.0,26,0,0.0,5,256.0,3060.98,6400.0
1539796,2415771,2013-12-29 00:00:00.000,3,200,482,22,82.32,179.0,26,0,0.0,5,179.0,2140.32,4475.0
668335,771117,2013-12-29 00:00:00.000,1,87,559,22,115.43,251.0,13,0,0.0,3,150.6,1500.59,3112.4
2024337,2038446,2013-12-29 00:00:00.000,1,27,930,22,17.33,33.99,26,1,33.99,4,27.192,450.58,856.548
2024328,1998206,2013-12-29 00:00:00.000,3,200,1446,22,132.9,289.0,26,1,289.0,4,231.2,3322.5,7282.8
668308,746542,2013-12-29 00:00:00.000,1,288,354,22,195.24,382.95,13,0,0.0,3,229.77,2538.12,4748.58
2024327,1986815,2013-12-29 00:00:00.000,3,200,681,22,55.64,121.0,26,1,121.0,4,96.8,1391.0,3049.2
2211308,3369950,2013-12-29 00:00:00.000,2,307,291,23,183.54,360.0,13,0,0.0,4,216.0,2386.02,4464.0
492837,1025741,2013-12-29 00:00:00.000,1,160,499,22,50.47,99.0,26,0,0.0,1,19.8,1312.22,2554.2
648642,281424,2013-12-29 00:00:00.000,1,268,936,23,36.33,79.0,13,0,0.0,3,35.55,472.29,991.45
1651486,2958835,2013-12-29 00:00:00.000,4,310,918,23,59.31,179.0,6,0,0.0,1,26.85,355.86,1047.15
492843,1037983,2013-12-29 00:00:00.000,1,58,800,22,15.27,29.95,26,0,0.0,1,5.99,397.02,772.71
1540498,1658698,2013-12-29 00:00:00.000,1,142,755,22,13.0,25.5,26,0,0.0,3,15.3,338.0,647.7
492860,1071122,2013-12-29 00:00:00.000,1,132,1457,22,86.91,189.0,26,0,0.0,1,37.8,2259.66,4876.2
1651463,2746542,2013-12-29 00:00:00.000,4,310,1623,23,72.56,219.0,6,0,0.0,3,98.55,435.36,1215.45
1696606,1742336,2013-12-29 00:00:00.000,1,271,1296,23,11.5,25.0,13,0,0.0,3,11.25,149.5,313.75
1716630,2122337,2013-12-29 00:00:00.000,1,87,655,22,73.58,160.0,13,0,0.0,3,96.0,956.54,1984.0
484631,1425846,2013-12-29 00:00:00.000,4,310,6,23,11.0,21.57,26,0,0.0,4,12.942,286.0,547.878
2029086,1861193,2013-12-29 00:00:00.000,2,306,1114,28,153.59,334.0,16,2,668.0,3,200.4,2150.26,5143.6
668017,444393,2013-12-29 00:00:00.000,1,196,105,22,52.88,115.0,13,0,0.0,3,69.0,687.44,1426.0
484239,748855,2013-12-29 00:00:00.000,4,310,60,23,79.53,156.0,26,0,0.0,1,23.4,2067.78,4032.6
1649658,1708955,2013-12-29 00:00:00.000,3,200,1564,22,100.06,302.0,6,0,0.0,3,181.2,600.36,1630.8
1539740,1742843,2013-12-29 00:00:00.000,3,200,1403,22,21.82,47.44,26,0,0.0,7,66.416,567.32,1167.024
1405144,1958211,2013-12-29 00:00:00.000,4,310,1122,23,152.68,332.0,13,0,0.0,0,0.0,1984.84,4316.0
1616739,2716083,2013-12-29 00:00:00.000,4,309,591,28,116.75,229.0,8,0,0.0,2,91.6,934.0,1740.4
1540667,1967616,2013-12-29 00:00:00.000,1,77,1277,22,26.58,52.13,26,0,0.0,3,31.278,691.08,1324.102
1411765,2896920,2013-12-29 00:00:00.000,1,193,867,22,32.19,69.99,13,0,0.0,0,0.0,418.47,909.87
2029479,3004417,2013-12-29 00:00:00.000,3,200,1526,22,109.45,238.0,26,2,476.0,6,285.6,2626.8,5902.4
1405150,2046440,2013-12-29 00:00:00.000,4,310,153,23,216.12,469.97,13,0,0.0,0,0.0,2809.56,6109.61
668023,448732,2013-12-29 00:00:00.000,1,97,98,22,55.18,120.0,13,0,0.0,3,72.0,717.34,1488.0
493652,1084415,2013-12-29 00:00:00.000,1,36,872,22,10.69,20.96,26,0,0.0,2,8.384,277.94,536.576
484160,822501,2013-12-29 00:00:00.000,4,310,1551,23,137.5,299.0,26,0,0.0,7,313.95,3575.0,7460.05
1411726,2847037,2013-12-29 00:00:00.000,1,15,1405,22,16.55,35.99,13,0,0.0,0,0.0,215.15,467.87
604988,1304715,2013-12-29 00:00:00.000,2,307,1092,23,222.98,673.0,6,0,0.0,1,100.95,1337.88,3937.05
602762,531089,2013-12-29 00:00:00.000,4,310,1124,23,217.68,657.0,6,0,0.0,1,98.55,1306.08,3843.45
1716055,2198505,2013-12-29 00:00:00.000,1,47,375,22,321.44,699.0,13,0,0.0,1,139.8,4178.72,8947.2
648786,602807,2013-12-29 00:00:00.000,1,259,757,23,12.83,27.9,13,0,0.0,3,12.555,166.79,350.145
493687,1140193,2013-12-29 00:00:00.000,1,72,1458,22,91.97,200.0,26,0,0.0,2,80.0,2391.22,5120.0
1696705,1938450,2013-12-29 00:00:00.000,1,293,1471,23,105.31,229.0,13,0,0.0,3,103.05,1369.03,2873.95
2265697,3374638,2013-12-29 00:00:00.000,4,309,1193,28,260.28,566.0,8,1,566.0,1,113.2,1821.96,4414.8
493720,1199855,2013-12-29 00:00:00.000,1,120,760,22,7.09,13.9,26,0,0.0,2,5.56,184.34,355.84
493723,1204404,2013-12-29 00:00:00.000,1,127,367,22,166.2,326.0,26,0,0.0,2,130.4,4321.2,8345.6
1686425,2957886,2013-12-29 00:00:00.000,2,199,1337,22,21.82,47.44,13,0,0.0,3,28.464,283.66,588.256
1403322,3105312,2013-12-29 00:00:00.000,4,308,656,22,72.66,158.0,13,0,0.0,0,0.0,944.58,2054.0
493754,1271688,2013-12-29 00:00:00.000,1,176,516,22,29.82,90.0,26,0,0.0,2,36.0,775.32,2304.0
493764,1288455,2013-12-29 00:00:00.000,1,64,772,22,6.07,11.9,26,0,0.0,2,4.76,157.82,304.64
493774,1310050,2013-12-29 00:00:00.000,1,127,779,22,20.34,39.9,26,0,0.0,2,15.96,528.84,1021.44
493776,1311562,2013-12-29 00:00:00.000,1,133,826,22,8.62,16.9,26,0,0.0,2,6.76,224.12,432.64
493811,1385407,2013-12-29 00:00:00.000,1,97,676,22,44.36,87.0,26,0,0.0,2,34.8,1153.36,2227.2
667945,365458,2013-12-29 00:00:00.000,1,104,1172,22,215.15,422.0,13,0,0.0,3,253.2,2796.95,5232.8
1540659,1953926,2013-12-29 00:00:00.000,1,101,1309,22,14.28,28.0,26,0,0.0,3,16.8,371.28,711.2
493520,840466,2013-12-29 00:00:00.000,1,283,598,22,55.57,109.0,26,0,0.0,2,43.6,1444.82,2790.4
1649785,2742715,2013-12-29 00:00:00.000,3,200,162,22,527.53,1592.2,6,0,0.0,2,636.88,3165.18,8916.32
647900,241544,2013-12-29 00:00:00.000,1,296,1099,23,164.63,358.0,13,0,0.0,4,214.8,2140.19,4439.2
566378,1403096,2013-12-29 00:00:00.000,2,306,696,28,87.37,190.0,8,0,0.0,2,76.0,698.96,1444.0
484581,917322,2013-12-29 00:00:00.000,4,310,984,23,91.05,198.0,26,0,0.0,4,118.8,2367.3,5029.2
2024288,1709971,2013-12-29 00:00:00.000,2,199,546,22,99.06,299.0,26,1,299.0,4,239.2,2476.5,7534.8
616829,1437001,2013-12-29 00:00:00.000,1,172,1228,22,536.74,1620.0,6,0,0.0,2,648.0,3220.44,9072.0
1411800,2949439,2013-12-29 00:00:00.000,1,158,1527,22,123.24,268.0,13,0,0.0,0,0.0,1602.12,3484.0
493246,322815,2013-12-29 00:00:00.000,1,17,457,22,112.14,219.95,26,0,0.0,2,87.98,2915.64,5630.72
484533,371148,2013-12-29 00:00:00.000,4,310,1256,23,10.19,19.99,26,0,0.0,4,11.994,264.94,507.746
1567575,2989089,2013-12-29 00:00:00.000,2,307,2497,23,5.09,9.99,520,0,0.0,2,2.997,2646.8,5191.803
484520,122380,2013-12-29 00:00:00.000,4,310,1227,23,327.34,988.0,26,0,0.0,4,592.8,8510.84,25095.2
493280,384726,2013-12-29 00:00:00.000,1,98,932,22,28.04,55.0,26,0,0.0,2,22.0,729.04,1408.0
493290,396467,2013-12-29 00:00:00.000,1,95,116,22,86.67,169.99,26,0,0.0,2,67.996,2253.42,4351.744
493294,402808,2013-12-29 00:00:00.000,1,290,118,22,86.67,169.99,26,0,0.0,2,67.996,2253.42,4351.744
668131,566308,2013-12-29 00:00:00.000,1,26,1173,22,220.25,432.0,13,0,0.0,3,259.2,2863.25,5356.8
484446,705415,2013-12-29 00:00:00.000,4,310,648,23,40.28,79.0,26,0,0.0,3,35.55,1047.28,2018.45
484431,537166,2013-12-29 00:00:00.000,4,310,745,23,9.17,19.95,26,0,0.0,3,8.9775,238.42,509.7225
484270,1458158,2013-12-29 00:00:00.000,4,310,1106,23,148.08,322.0,26,0,0.0,1,48.3,3850.08,8323.7
493332,474601,2013-12-29 00:00:00.000,1,139,1310,22,14.28,28.0,26,0,0.0,2,11.2,371.28,716.8
493348,508455,2013-12-29 00:00:00.000,1,97,1613,22,56.08,109.99,26,0,0.0,2,43.996,1458.08,2815.744
1364837,2646155,2013-12-29 00:00:00.000,1,112,1277,22,26.58,52.13,26,0,0.0,0,0.0,691.08,1355.38
1403497,2034045,2013-12-29 00:00:00.000,3,200,1067,22,155.43,338.0,13,0,0.0,0,0.0,2020.59,4394.0
1538551,2102277,2013-12-29 00:00:00.000,1,292,129,23,101.97,200.0,26,0,0.0,2,60.0,2651.22,5140.0
493367,537811,2013-12-29 00:00:00.000,1,83,1281,22,7.64,14.99,26,0,0.0,2,5.996,198.64,383.744
484345,964165,2013-12-29 00:00:00.000,4,310,358,23,166.2,326.0,26,0,0.0,2,97.8,4321.2,8378.2
484344,961198,2013-12-29 00:00:00.000,4,310,228,23,137.6,269.9,26,0,0.0,2,80.97,3577.6,6936.43
493447,680984,2013-12-29 00:00:00.000,1,114,812,22,6.6,12.95,26,0,0.0,2,5.18,171.6,331.52
493467,717304,2013-12-29 00:00:00.000,1,16,511,22,50.47,99.0,26,0,0.0,2,39.6,1312.22,2534.4
493490,775124,2013-12-29 00:00:00.000,1,36,665,22,52.0,102.0,26,0,0.0,2,40.8,1352.0,2611.2
1716056,2203569,2013-12-29 00:00:00.000,1,22,225,22,321.44,699.0,13,0,0.0,1,139.8,4178.72,8947.2
1649682,1937216,2013-12-29 00:00:00.000,3,200,1655,22,96.08,289.99,6,0,0.0,4,231.992,576.48,1507.948
1405136,1803680,2013-12-29 00:00:00.000,4,310,1147,23,301.21,655.0,13,0,0.0,0,0.0,3915.73,8515.0
1714024,2610306,2013-12-29 00:00:00.000,1,173,289,22,243.27,529.0,13,0,0.0,2,211.6,3162.51,6665.4
633832,712498,2013-12-29 00:00:00.000,4,308,407,22,275.46,599.0,13,0,0.0,4,479.2,3580.98,7307.8
1541296,1713313,2013-12-29 00:00:00.000,1,284,177,22,29.01,56.9,26,0,0.0,4,45.52,754.26,1433.88
1714946,2029520,2013-12-29 00:00:00.000,1,83,342,22,275.46,599.0,13,0,0.0,1,119.8,3580.98,7667.2
1615669,1888137,2013-12-29 00:00:00.000,2,306,1564,28,100.06,302.0,8,0,0.0,3,181.2,800.48,2234.8
1658655,2536780,2013-12-29 00:00:00.000,1,86,148,22,960.82,2899.99,6,0,0.0,1,579.998,5764.92,16819.942
2269442,3398552,2013-12-29 00:00:00.000,1,188,1000,22,59.32,129.0,26,1,129.0,4,103.2,1542.32,3250.8
1661718,2855530,2013-12-29 00:00:00.000,1,177,1614,22,86.14,259.99,6,0,0.0,2,103.996,516.84,1455.944
568687,583494,2013-12-29 00:00:00.000,1,218,973,28,66.26,200.0,8,0,0.0,1,40.0,530.08,1560.0
1549126,2388223,2013-12-29 00:00:00.000,2,306,665,28,52.0,102.0,16,0,0.0,4,81.6,832.0,1550.4
515645,960429,2013-12-29 00:00:00.000,4,308,1280,22,7.64,14.99,78,0,0.0,6,17.988,595.92,1151.232
1549187,2736325,2013-12-29 00:00:00.000,2,306,583,28,83.16,251.0,16,0,0.0,4,200.8,1330.56,3815.2
515396,872552,2013-12-29 00:00:00.000,4,308,131,22,101.97,200.0,52,0,0.0,6,240.0,5302.44,10160.0
645187,936396,2013-12-29 00:00:00.000,2,307,21,23,61.62,134.0,13,0,0.0,4,80.4,801.06,1661.6
1360747,3019453,2013-12-29 00:00:00.000,1,46,2492,22,12.74,24.99,520,0,0.0,0,0.0,6624.8,12994.8
515297,1375163,2013-12-29 00:00:00.000,4,308,1175,22,209.03,410.0,39,0,0.0,11,902.0,8152.17,15088.0
1363955,2660056,2013-12-29 00:00:00.000,2,307,171,23,45.53,99.0,26,0,0.0,0,0.0,1183.78,2574.0
2153269,3338088,2013-12-29 00:00:00.000,1,284,909,22,52.0,102.0,26,0,0.0,0,0.0,1352.0,2652.0
2189339,3160997,2013-12-29 00:00:00.000,2,199,442,22,137.6,269.9,52,0,0.0,3,161.94,7155.2,13872.86
2189383,3245616,2013-12-29 00:00:00.000,2,199,1621,22,6.62,12.99,52,0,0.0,6,15.588,344.24,659.892
